ID,date_of_loss,vehicle_type_code,vehicle_age_years,vehicle_acv,driver_age,ins_score,urbanicity_code,repair_cost_index,medical_cost_index,collision_sev,weather_cat_risk_index,report_lag_days,loss_amount,scenario,month,pred_model
ID0000093,2024-03-23,2,14,3306.0,35,0,2,1.515,1.33,1.8,0.727,2,6951.07,data_drift,2024-03,6467.96832529011
ID0000094,2024-09-07,2,12,14669.0,57,2,2,1.102,1.472,1.4,0.772,12,6841.02,data_drift,2024-09,6682.456082543431
ID0000095,2024-07-22,2,18,6951.0,53,1,2,1.463,1.283,1.4,0.705,6,6609.82,data_drift,2024-07,6290.341699149884
ID0000096,2024-04-12,1,20,3028.0,58,1,2,1.296,1.114,1.2,0.595,15,5719.98,data_drift,2024-04,5722.000019488405
ID0000097,2024-02-21,4,6,35758.0,24,1,2,1.187,1.68,1.4,0.975,3,8078.13,data_drift,2024-02,7000.44846871723
ID0000098,2024-06-28,4,13,7841.0,20,3,2,1.132,1.427,1.4,0.78,5,8539.42,data_drift,2024-06,7955.740168500365
ID0000099,2024-11-08,3,7,22846.0,57,0,0,0.956,1.175,1.8,0.444,5,5442.88,data_drift,2024-11,5660.949323950772
ID0000100,2024-04-10,3,0,8304.0,57,3,0,0.949,1.16,1.2,0.603,5,4727.11,data_drift,2024-04,5673.12945605175
ID0000101,2024-04-03,2,17,9588.0,64,1,2,1.344,1.296,1.8,0.618,3,5660.18,data_drift,2024-04,6908.658474482994
ID0000102,2024-06-02,2,14,11738.0,18,0,1,1.108,1.236,1.8,0.672,15,6901.57,data_drift,2024-06,7244.781710317286
ID0000103,2024-09-03,3,8,13060.0,60,1,2,1.489,1.655,1.1,0.989,5,6518.15,data_drift,2024-09,5574.091983126403
ID0000104,2024-07-21,1,16,3802.0,58,0,2,1.158,1.388,3.2,0.731,6,9616.23,data_drift,2024-07,9014.67503509425
ID0000105,2024-08-13,1,6,13890.0,22,0,2,1.213,1.729,1.1,0.992,9,6643.96,data_drift,2024-08,6158.38558405188
ID0000106,2024-07-25,2,15,19589.0,24,2,2,1.416,0.918,1.2,0.262,2,6955.84,data_drift,2024-07,6574.220374819424
ID0000107,2024-06-16,2,15,14927.0,52,1,1,1.098,1.462,1.4,0.891,13,6299.38,data_drift,2024-06,6232.252583741257
ID0000108,2024-09-20,4,14,12397.0,31,0,2,1.521,1.485,1.0,0.764,30,5207.14,data_drift,2024-09,6205.280917007577
ID0000109,2024-11-23,0,18,3911.0,40,2,2,1.411,1.587,1.4,0.828,24,7405.45,data_drift,2024-11,7682.801710346332
ID0000110,2024-03-15,1,11,13771.0,30,2,2,1.53,1.467,1.4,0.828,3,7334.24,data_drift,2024-03,6747.532170914821
ID0000111,2024-09-24,1,7,10381.0,60,0,2,1.31,1.471,1.4,0.681,3,5944.18,data_drift,2024-09,5598.874694951726
ID0000112,2024-08-13,3,16,4521.0,23,1,2,1.085,1.6,1.4,0.91,8,7604.4,data_drift,2024-08,7407.691325148345
ID0000113,2024-03-28,2,14,11206.0,75,2,2,1.469,1.65,1.4,0.899,24,6505.47,data_drift,2024-03,7288.353117910994
ID0000114,2024-02-01,1,7,10326.0,23,3,2,1.352,1.436,1.4,0.845,30,8660.48,data_drift,2024-02,8322.803732359152
ID0000115,2024-09-24,1,25,3376.0,25,2,0,1.023,2.0,1.1,0.995,7,7900.62,data_drift,2024-09,6248.163942092906
ID0000116,2024-08-07,1,12,7503.0,32,0,2,1.166,1.393,1.8,0.699,4,6039.83,data_drift,2024-08,6640.674616177896
ID0000117,2024-07-01,2,12,8804.0,22,2,2,1.345,1.512,1.4,0.872,7,7647.19,data_drift,2024-07,7605.51713018745
ID0000118,2024-06-14,3,16,23349.0,76,0,2,1.387,1.695,1.1,0.974,3,5125.2,data_drift,2024-06,5622.303564263955
ID0000119,2024-05-16,1,11,6857.0,47,0,2,1.352,1.74,1.1,0.976,11,6096.51,data_drift,2024-05,5600.402627864955
ID0000120,2024-02-12,0,13,5872.0,19,1,2,1.22,1.598,0.4,0.925,7,5956.27,data_drift,2024-02,5793.547917591776
ID0000121,2024-05-28,3,13,41357.0,64,2,2,1.553,1.538,1.4,0.866,7,6710.42,data_drift,2024-05,6586.526000428839
ID0000122,2024-04-15,1,19,4591.0,39,3,2,1.263,1.166,1.8,0.684,2,6989.48,data_drift,2024-04,7400.476624861437
ID0000123,2024-11-16,4,15,19769.0,74,2,2,1.138,1.185,1.8,0.757,4,7545.63,data_drift,2024-11,7300.720394175068
ID0000124,2024-01-25,2,10,17205.0,48,2,2,1.421,1.411,3.2,0.647,8,8699.49,data_drift,2024-01,10158.33455332024
ID0000125,2024-12-15,1,17,13779.0,22,4,1,0.91,1.276,1.8,0.633,4,8022.39,data_drift,2024-12,8593.818736674177
ID0000126,2024-05-09,1,7,12581.0,46,3,2,1.261,1.403,0.4,0.835,2,5149.41,data_drift,2024-05,5132.709665651179
ID0000127,2024-04-19,4,25,12694.0,36,0,2,1.122,1.364,1.8,0.79,2,6364.17,data_drift,2024-04,7141.438129257898
ID0000128,2024-05-10,2,3,39033.0,18,2,1,1.026,1.298,1.8,0.577,2,7534.84,data_drift,2024-05,7541.390611977541
ID0000129,2024-06-24,3,1,104098.0,67,2,2,1.442,1.131,1.8,0.454,4,7276.76,data_drift,2024-06,6246.720375720906
ID0000130,2024-06-13,2,25,7598.0,70,2,2,1.373,1.498,1.4,0.814,8,7528.45,data_drift,2024-06,6866.619915495683
ID0000131,2024-09-09,4,17,8413.0,65,1,2,1.028,1.416,1.8,0.784,16,7275.8,data_drift,2024-09,7206.847670403547
ID0000132,2024-01-18,2,1,42371.0,57,0,2,1.274,1.167,1.4,0.856,23,5294.4,data_drift,2024-01,5617.519987364279
ID0000133,2024-11-08,3,23,5127.0,42,3,2,1.009,0.929,1.2,0.358,5,6711.71,data_drift,2024-11,6216.612704037971
ID0000134,2024-09-21,4,8,28451.0,65,1,2,1.343,1.281,1.8,0.568,2,6239.99,data_drift,2024-09,6653.99461717383
ID0000135,2024-03-14,1,9,19225.0,59,3,2,1.172,1.402,1.8,0.67,16,8023.35,data_drift,2024-03,7453.136943120562
ID0000136,2024-04-14,3,17,10245.0,37,4,2,1.378,1.37,3.2,0.91,30,11150.8,data_drift,2024-04,11665.662370793605
ID0000137,2024-11-12,2,6,5487.0,52,2,2,1.372,1.467,0.4,0.848,2,5391.88,data_drift,2024-11,4643.91314947167
ID0000138,2024-04-21,3,7,17057.0,20,2,2,1.229,1.462,1.4,0.851,16,7570.83,data_drift,2024-04,7467.191618437719
ID0000139,2024-04-18,2,8,14636.0,50,0,1,1.154,1.353,3.2,0.894,2,8976.42,data_drift,2024-04,8576.860427753327
ID0000140,2024-11-05,3,13,17176.0,64,2,2,1.466,1.522,1.4,0.794,9,6705.18,data_drift,2024-11,6783.910324549612
ID0000141,2024-05-05,4,23,32455.0,23,1,1,1.06,1.27,1.8,0.855,7,8627.69,data_drift,2024-05,7665.930523024968
ID0000142,2024-08-14,1,19,3789.0,28,2,2,1.069,1.876,1.1,0.989,4,7645.11,data_drift,2024-08,6681.199314514521
ID0000143,2024-09-17,1,9,13026.0,28,2,2,1.362,1.514,1.4,0.573,5,6630.35,data_drift,2024-09,6813.78714931393
ID0000144,2024-08-16,3,6,21107.0,35,4,2,1.082,1.133,1.8,0.423,3,7187.96,data_drift,2024-08,7421.832206139609
ID0000145,2024-07-06,2,0,18707.0,65,0,1,0.884,2.0,1.1,0.996,25,5703.59,data_drift,2024-07,4967.912721059584
ID0000146,2024-07-10,4,17,7866.0,22,3,2,1.533,1.575,1.4,0.984,24,7789.51,data_drift,2024-07,8927.443690291215
ID0000147,2024-08-16,2,4,9658.0,65,1,2,1.486,1.17,1.8,0.46,8,6240.07,data_drift,2024-08,6131.361430313432
ID0000148,2024-03-11,4,6,19399.0,34,1,2,1.199,1.163,1.8,0.562,4,6214.4,data_drift,2024-03,6657.3272521944355
ID0000149,2024-11-09,2,23,10024.0,66,0,2,1.312,1.58,1.1,0.954,17,6671.57,data_drift,2024-11,5919.5993581263865
ID0000150,2024-02-09,1,11,7143.0,22,1,2,1.463,1.445,1.4,0.863,2,8113.2,data_drift,2024-02,7104.753108940998
ID0000151,2024-11-03,3,16,8542.0,58,0,2,1.485,1.38,3.2,0.754,9,9413.94,data_drift,2024-11,9188.73675431955
ID0000152,2024-03-08,2,7,19363.0,53,4,1,1.106,1.726,0.4,0.769,7,5545.45,data_drift,2024-03,5375.1670901598545
ID0000153,2024-07-12,3,21,7183.0,42,3,2,1.674,1.15,1.2,0.667,1,6325.84,data_drift,2024-07,6249.448198119107
ID0000154,2024-05-01,1,19,5617.0,33,2,1,0.897,1.275,1.8,0.528,11,7626.15,data_drift,2024-05,7121.017674656298
ID0000155,2024-06-08,2,15,21056.0,39,4,0,0.874,1.276,1.8,0.712,7,7811.08,data_drift,2024-06,7587.690496709784
ID0000156,2024-03-13,3,8,37320.0,74,3,2,1.347,1.667,1.4,0.876,8,6501.95,data_drift,2024-03,6785.739857634761
ID0000157,2024-05-19,3,12,14012.0,57,3,2,1.521,1.708,1.4,0.99,3,8008.31,data_drift,2024-05,6985.556883475949
ID0000158,2024-06-14,2,10,19761.0,19,0,2,1.382,1.232,1.8,0.406,4,8185.97,data_drift,2024-06,7228.948878796859
ID0000159,2024-10-05,1,2,38536.0,22,4,2,1.02,1.504,1.4,0.918,24,9082.22,data_drift,2024-10,8258.758578102717
ID0000160,2024-12-11,1,2,8050.0,37,0,2,1.4,1.304,1.0,0.564,2,5478.7,data_drift,2024-12,5039.595132512335
ID0000161,2024-10-11,3,8,20442.0,27,0,2,1.341,1.159,1.8,0.548,30,5735.08,data_drift,2024-10,6723.396222745739
ID0000162,2024-09-21,3,12,11778.0,47,1,2,1.059,1.479,1.4,0.904,24,6406.88,data_drift,2024-09,6756.2378255163685
ID0000163,2024-12-05,2,12,14854.0,24,2,2,1.351,1.561,1.8,0.939,10,9607.06,data_drift,2024-12,8388.943221257903
ID0000164,2024-04-12,3,19,5736.0,72,2,2,1.247,1.193,1.8,0.467,15,6911.06,data_drift,2024-04,7181.233116384664
ID0000165,2024-12-04,2,15,6302.0,53,4,2,1.165,1.518,1.4,0.884,8,6422.68,data_drift,2024-12,7526.341285262668
ID0000166,2024-04-20,2,2,15158.0,64,2,2,1.344,1.541,1.4,0.983,3,6193.21,data_drift,2024-04,6127.805839261153
ID0000167,2024-01-15,3,12,9239.0,44,1,2,1.411,0.995,1.2,0.336,30,6282.83,data_drift,2024-01,5626.232141281813
ID0000168,2024-10-10,3,8,36662.0,74,1,2,1.055,0.969,1.8,0.406,22,6868.18,data_drift,2024-10,6217.747512999809
ID0000169,2024-03-03,2,25,5753.0,29,0,2,1.135,1.594,3.2,0.779,24,9804.35,data_drift,2024-03,10409.381590746241
ID0000170,2024-12-07,3,14,4183.0,54,2,0,1.043,1.529,3.2,0.777,16,9613.77,data_drift,2024-12,9632.538130578214
ID0000171,2024-10-08,2,10,37664.0,60,4,0,0.868,1.387,1.4,0.838,9,6498.29,data_drift,2024-10,6477.046029333799
ID0000172,2024-08-13,2,10,17016.0,64,0,2,1.315,1.791,1.1,0.97,30,5876.66,data_drift,2024-08,5856.5133673220125
ID0000173,2024-07-22,3,6,24709.0,48,1,0,0.985,1.258,1.8,0.555,3,6166.62,data_drift,2024-07,6167.6543188850255
ID0000174,2024-04-08,0,11,6350.0,42,2,2,1.493,1.508,1.8,0.797,2,6848.99,data_drift,2024-04,7291.515103697133
ID0000175,2024-10-16,2,9,30370.0,70,3,2,1.447,1.482,1.4,0.866,17,6586.37,data_drift,2024-10,6844.576250490772
ID0000176,2024-06-26,2,9,25837.0,40,3,1,1.125,1.383,1.4,0.719,4,7208.43,data_drift,2024-06,6537.3820979107695
ID0000177,2024-11-27,4,5,21155.0,66,0,2,1.388,1.351,1.8,0.753,23,6061.64,data_drift,2024-11,6537.9497920952435
ID0000178,2024-02-15,1,25,3021.0,33,4,2,1.313,1.599,1.4,0.978,17,8657.56,data_drift,2024-02,7915.0046051575155
ID0000179,2024-07-27,4,25,5483.0,20,2,2,1.482,1.7,1.4,0.985,3,8913.29,data_drift,2024-07,7666.991861654044
ID0000180,2024-06-16,4,11,34049.0,47,2,2,1.486,1.449,3.2,0.765,3,9735.82,data_drift,2024-06,10030.431815914846
ID0000181,2024-02-28,3,21,8536.0,30,3,0,0.937,1.021,1.2,0.342,3,4847.97,data_drift,2024-02,5839.0095315198505
ID0000182,2024-11-24,3,20,6202.0,46,0,2,1.536,1.066,1.2,0.417,22,5358.94,data_drift,2024-11,5318.995695445768
ID0000183,2024-01-25,2,13,13412.0,46,0,2,1.241,1.376,1.4,0.884,2,6140.79,data_drift,2024-01,6043.689664034047
ID0000184,2024-03-19,2,11,13949.0,18,4,2,1.035,0.895,1.8,0.208,21,7763.97,data_drift,2024-03,8102.143291097268
ID0000185,2024-03-10,2,3,14302.0,67,0,2,1.147,1.179,1.8,0.602,4,6453.05,data_drift,2024-03,5979.3574397154025
ID0000186,2024-06-12,4,4,35408.0,44,2,2,1.031,1.67,0.4,0.968,30,5426.69,data_drift,2024-06,5230.593436508932
ID0000187,2024-02-11,2,14,18874.0,59,2,2,1.012,1.339,1.4,0.811,6,6983.52,data_drift,2024-02,6901.658514208202
ID0000188,2024-08-07,3,8,25256.0,62,3,1,1.187,1.625,1.1,0.988,3,7016.23,data_drift,2024-08,6161.892520985709
ID0000189,2024-01-15,4,19,17724.0,57,1,2,1.484,1.641,0.4,0.967,24,4953.61,data_drift,2024-01,5489.629840415698
ID0000190,2024-12-25,3,25,5158.0,61,3,2,1.522,1.174,1.0,0.719,2,6776.94,data_drift,2024-12,6098.245450347555
ID0000191,2024-09-16,1,17,10878.0,34,0,2,1.313,0.903,1.2,0.319,30,5348.85,data_drift,2024-09,5194.799235508709
ID0000192,2024-08-04,3,15,9426.0,67,2,0,0.94,1.169,1.8,0.542,2,6082.58,data_drift,2024-08,6426.3865263432035
ID0000193,2024-11-03,3,5,14761.0,42,1,0,1.055,1.763,1.1,0.971,6,6466.04,data_drift,2024-11,5146.530771765362
ID0000194,2024-06-02,4,14,31117.0,65,0,2,1.373,1.222,1.0,0.624,30,5278.34,data_drift,2024-06,5349.666886934883
ID0000195,2024-10-10,3,11,9440.0,39,2,1,0.991,1.055,1.2,0.298,0,5326.73,data_drift,2024-10,5373.272523962696
ID0000196,2024-08-02,3,0,38548.0,58,1,2,1.529,1.546,3.2,0.896,8,9355.0,data_drift,2024-08,9443.749237708864
ID0000197,2024-06-21,3,12,13986.0,33,2,2,1.349,1.351,1.4,0.831,6,7634.59,data_drift,2024-06,6864.744515612472
ID0000198,2024-04-17,2,17,12432.0,67,0,2,1.275,1.358,1.0,0.834,2,5325.3,data_drift,2024-04,5284.577109711692
ID0000199,2024-05-11,2,2,17735.0,78,4,1,1.035,1.503,1.4,0.862,10,6806.87,data_drift,2024-05,6497.460911852309
