ID,date_of_loss,vehicle_type_code,vehicle_age_years,vehicle_acv,driver_age,ins_score,urbanicity_code,repair_cost_index,medical_cost_index,collision_sev,weather_cat_risk_index,report_lag_days,loss_amount,scenario,month,pred_model
ID0000077,2024-08-28,3,3,35591.0,78,2,2,1.288,1.358,1.8,0.643,30,8177.62,concept_drift,2024-08,7106.024156439972
ID0000078,2024-11-10,2,0,32257.0,20,2,1,1.031,1.016,1.2,0.056,1,6011.08,concept_drift,2024-11,5866.474148697195
ID0000079,2024-04-21,4,13,15481.0,39,0,2,1.356,1.089,1.4,0.275,10,6099.85,concept_drift,2024-04,5534.2165294793485
ID0000080,2024-01-07,0,9,6404.0,67,2,0,0.75,0.973,1.8,0.419,7,6835.93,concept_drift,2024-01,5987.930641628848
ID0000081,2024-02-16,2,9,12791.0,79,3,2,1.494,1.048,1.2,0.593,0,6426.91,concept_drift,2024-02,5584.781326286308
ID0000082,2024-12-05,1,7,11642.0,27,2,0,1.003,0.954,0.4,0.28,5,3745.26,concept_drift,2024-12,3660.638216351276
ID0000083,2024-02-11,2,13,13500.0,52,2,1,1.116,0.877,1.0,0.32,14,5360.79,concept_drift,2024-02,4851.7857950416455
ID0000084,2024-09-15,3,0,45494.0,38,1,1,1.01,1.18,1.1,0.289,0,5365.4,concept_drift,2024-09,4748.854678714145
ID0000085,2024-06-11,2,9,12948.0,36,4,2,1.281,1.05,1.2,0.531,21,7033.85,concept_drift,2024-06,6650.095345027474
ID0000086,2024-12-27,2,10,16799.0,20,1,0,0.881,0.947,1.2,0.269,14,6332.82,concept_drift,2024-12,5541.136535576006
ID0000087,2024-12-16,4,1,40727.0,38,2,0,0.843,0.969,1.2,0.486,21,5645.1,concept_drift,2024-12,4945.596547408056
ID0000088,2024-02-23,1,10,8572.0,58,0,0,0.901,0.948,0.4,0.182,6,3058.09,concept_drift,2024-02,2586.8896979553324
ID0000089,2024-01-28,2,10,16099.0,73,2,2,1.084,1.378,1.0,0.27,3,5933.47,concept_drift,2024-01,5423.472751937598
ID0000090,2024-05-28,1,6,14171.0,32,0,1,0.928,0.971,1.4,0.201,3,5498.72,concept_drift,2024-05,4808.586586783411
ID0000091,2024-06-15,2,7,17197.0,64,0,0,0.882,0.783,1.4,0.055,1,4601.53,concept_drift,2024-06,3949.4507308979223
ID0000092,2024-07-11,2,17,7357.0,78,0,0,0.974,0.964,1.2,0.045,14,4855.38,concept_drift,2024-07,3661.441242243022
ID0000093,2024-03-23,2,0,29457.0,35,0,2,1.093,1.099,1.8,0.316,30,7174.94,concept_drift,2024-03,6107.965494607823
ID0000094,2024-09-07,3,12,13362.0,57,2,2,1.248,1.215,1.2,0.227,0,6215.1,concept_drift,2024-09,5601.344882994854
ID0000095,2024-07-22,1,11,6613.0,53,1,2,1.121,1.099,1.4,0.33,1,6327.53,concept_drift,2024-07,5653.317911258797
ID0000096,2024-04-12,2,7,19802.0,58,1,0,0.804,0.94,1.0,0.418,30,5037.83,concept_drift,2024-04,4273.312121369827
ID0000097,2024-02-21,1,5,13530.0,24,1,1,0.984,0.923,1.8,0.288,3,7228.37,concept_drift,2024-02,6635.238778765642
ID0000098,2024-06-28,0,9,9945.0,20,3,1,0.972,1.061,1.2,0.218,1,7057.55,concept_drift,2024-06,6475.339929623187
ID0000099,2024-11-08,1,12,7461.0,57,0,2,1.265,1.075,1.8,0.381,4,6751.8,concept_drift,2024-11,6100.307861830439
ID0000100,2024-04-10,1,0,27419.0,57,3,2,1.128,1.203,0.4,0.206,4,4742.55,concept_drift,2024-04,4376.290492599347
ID0000101,2024-04-03,1,4,18369.0,64,1,1,1.036,1.231,1.4,0.487,0,6143.8,concept_drift,2024-04,5331.614007652892
ID0000102,2024-06-02,0,15,5607.0,18,0,1,1.084,0.928,1.0,0.46,21,6049.4,concept_drift,2024-06,5375.182909870023
ID0000103,2024-09-03,3,4,22634.0,60,1,2,1.115,1.123,1.8,0.35,1,6930.73,concept_drift,2024-09,6172.849195131874
ID0000104,2024-07-21,2,10,15451.0,58,0,1,0.962,0.961,1.8,0.231,4,6339.7,concept_drift,2024-07,5478.534031205503
ID0000105,2024-08-13,1,3,14330.0,22,0,2,1.091,1.25,1.2,0.391,0,6513.07,concept_drift,2024-08,5980.2910195889
ID0000106,2024-07-25,0,7,8297.0,24,2,2,1.14,1.389,1.2,0.172,21,7576.14,concept_drift,2024-07,7099.02540379064
ID0000107,2024-06-16,1,9,10891.0,52,1,0,0.861,0.931,1.8,0.445,2,6546.96,concept_drift,2024-06,5687.372670083702
ID0000108,2024-09-20,1,12,12229.0,31,0,1,1.047,0.845,1.2,0.361,1,5153.37,concept_drift,2024-09,4598.293328989061
ID0000109,2024-11-23,2,4,25140.0,40,2,1,1.041,1.126,1.2,0.138,4,5629.78,concept_drift,2024-11,5163.687478972737
ID0000110,2024-03-15,3,3,19481.0,30,2,1,0.989,1.067,0.4,0.149,5,4049.32,concept_drift,2024-03,3792.3759083144078
ID0000111,2024-09-24,2,3,32709.0,60,0,1,1.008,1.025,3.2,0.159,1,8987.43,concept_drift,2024-09,7926.344927897585
ID0000112,2024-08-13,3,8,16638.0,23,1,0,0.92,0.871,1.2,0.238,4,6006.34,concept_drift,2024-08,5350.003715032054
ID0000113,2024-03-28,3,11,17116.0,75,2,0,0.809,0.932,1.4,0.1,1,5524.98,concept_drift,2024-03,4927.288621920482
ID0000114,2024-02-01,1,12,7303.0,23,3,1,1.019,1.109,1.8,0.307,3,8173.28,concept_drift,2024-02,7617.149185334896
ID0000115,2024-09-24,3,12,11157.0,25,2,2,1.26,1.055,1.2,0.476,1,6521.77,concept_drift,2024-09,5877.933327790549
ID0000116,2024-08-07,1,7,15311.0,32,0,2,1.185,1.306,1.8,0.138,2,6713.11,concept_drift,2024-08,6217.012465218265
ID0000117,2024-07-01,2,4,21889.0,22,2,2,1.021,1.277,1.2,0.213,14,7297.16,concept_drift,2024-07,6638.514783328913
ID0000118,2024-06-14,0,0,17555.0,76,0,2,0.997,1.026,1.2,0.168,2,4725.26,concept_drift,2024-06,4333.699186839727
ID0000119,2024-05-16,2,15,7745.0,47,0,2,1.146,1.141,0.4,0.15,30,4221.43,concept_drift,2024-05,3972.219239595809
ID0000120,2024-02-12,3,3,23369.0,19,1,2,1.075,1.247,3.2,0.443,0,11304.71,concept_drift,2024-02,9914.698512092133
ID0000121,2024-05-28,4,0,53222.0,64,2,2,1.168,1.312,1.4,0.333,21,6773.24,concept_drift,2024-05,6121.023356497458
ID0000122,2024-04-15,2,12,19089.0,39,3,0,0.869,0.951,1.1,0.269,5,5473.37,concept_drift,2024-04,5379.654655045015
ID0000123,2024-11-16,3,10,16116.0,74,2,1,1.1,1.073,1.4,0.384,30,6615.57,concept_drift,2024-11,5816.6927011036
ID0000124,2024-01-25,3,7,18475.0,48,2,1,1.073,0.958,1.8,0.548,14,7101.63,concept_drift,2024-01,6465.837955752592
ID0000125,2024-12-15,3,4,32266.0,22,4,2,1.3,1.113,1.8,0.253,4,8479.55,concept_drift,2024-12,7997.501128219774
ID0000126,2024-05-09,2,9,21131.0,46,3,2,1.082,1.222,1.2,0.395,3,6771.49,concept_drift,2024-05,6141.434741032847
ID0000127,2024-04-19,1,13,6759.0,36,0,1,1.007,0.85,1.0,0.17,3,4458.92,concept_drift,2024-04,4188.550439650167
ID0000128,2024-05-10,3,3,19236.0,18,2,2,0.996,1.083,1.0,0.415,0,6514.85,concept_drift,2024-05,5837.065756360801
ID0000129,2024-06-24,0,9,7768.0,67,2,2,1.179,1.271,1.2,0.193,0,6130.72,concept_drift,2024-06,5570.158588773063
ID0000130,2024-06-13,4,2,27879.0,70,2,1,0.94,1.044,1.4,0.536,7,6200.36,concept_drift,2024-06,5499.946401595439
ID0000131,2024-09-09,3,4,20609.0,65,1,2,1.285,1.005,1.0,0.243,0,4967.6,concept_drift,2024-09,4555.648299025301
ID0000132,2024-01-18,3,5,23227.0,57,0,2,1.061,1.198,3.2,0.235,1,9646.59,concept_drift,2024-01,8384.75410172393
ID0000133,2024-11-08,2,12,14700.0,42,3,1,1.065,0.971,1.2,0.083,5,5845.8,concept_drift,2024-11,5518.19595220895
ID0000134,2024-09-21,1,4,14410.0,65,1,2,1.24,1.15,1.1,0.264,0,5500.88,concept_drift,2024-09,4923.5324405799265
ID0000135,2024-03-14,0,11,8479.0,59,3,2,1.081,1.355,1.8,0.181,1,7874.05,concept_drift,2024-03,7271.962298628999
ID0000136,2024-04-14,1,5,16411.0,37,4,2,1.194,1.208,1.4,0.042,0,6897.25,concept_drift,2024-04,6427.636526564389
ID0000137,2024-11-12,0,9,7470.0,52,2,2,1.329,1.29,1.0,0.157,3,5850.09,concept_drift,2024-11,5396.0527860458715
ID0000138,2024-04-21,0,15,6780.0,20,2,2,1.086,1.303,1.8,0.248,0,8478.55,concept_drift,2024-04,7899.610589355274
ID0000139,2024-04-18,1,10,8002.0,50,0,1,1.031,1.124,1.2,0.305,0,5240.17,concept_drift,2024-04,4736.593654415032
ID0000140,2024-11-05,2,16,9936.0,64,2,0,0.934,1.02,1.4,0.252,0,5775.83,concept_drift,2024-11,5484.648744912146
ID0000141,2024-05-05,1,4,14356.0,23,1,1,0.995,1.102,1.2,0.306,21,6649.2,concept_drift,2024-05,5991.865888704097
ID0000142,2024-08-14,3,6,24017.0,28,2,2,1.163,1.13,1.2,0.172,0,6174.99,concept_drift,2024-08,5582.874079954078
ID0000143,2024-09-17,4,3,63693.0,28,2,0,0.889,0.869,1.2,0.346,5,5385.14,concept_drift,2024-09,5038.887566086415
ID0000144,2024-08-16,2,0,41130.0,35,4,2,0.981,1.095,1.2,0.158,21,6379.6,concept_drift,2024-08,6002.317074772754
ID0000145,2024-07-06,2,4,16004.0,65,0,1,0.908,0.986,1.4,0.384,30,5709.43,concept_drift,2024-07,4858.84124764613
ID0000146,2024-07-10,1,10,13276.0,22,3,2,1.298,1.455,1.0,0.238,5,7342.86,concept_drift,2024-07,6754.52466483414
ID0000147,2024-08-16,3,16,9555.0,65,1,2,1.138,1.253,1.4,0.094,0,6234.8,concept_drift,2024-08,5783.439067835133
ID0000148,2024-03-11,2,8,14881.0,34,1,1,1.01,0.915,1.2,0.672,0,5736.75,concept_drift,2024-03,5156.936645126351
ID0000149,2024-11-09,0,8,9846.0,66,0,2,1.272,1.362,1.2,0.334,3,5910.73,concept_drift,2024-11,5181.658535176085
ID0000150,2024-02-09,2,3,25684.0,22,1,0,0.935,1.001,1.1,0.294,2,5837.65,concept_drift,2024-02,5232.820226734756
ID0000151,2024-11-03,3,8,15338.0,58,0,1,0.993,0.968,1.2,0.205,2,4784.98,concept_drift,2024-11,4332.129058435169
ID0000152,2024-03-08,3,14,10891.0,53,4,2,1.049,1.222,1.8,0.156,1,7964.21,concept_drift,2024-03,7375.468489633044
ID0000153,2024-07-12,0,6,9881.0,42,3,1,1.053,1.036,1.0,0.39,2,5596.44,concept_drift,2024-07,5319.276460706149
ID0000154,2024-05-01,0,19,5066.0,33,2,1,0.967,1.031,1.0,0.298,7,5686.37,concept_drift,2024-05,5288.807327058066
ID0000155,2024-06-08,1,13,6257.0,39,4,1,1.071,0.922,1.2,0.784,14,7037.44,concept_drift,2024-06,6507.78061983251
ID0000156,2024-03-13,1,3,21014.0,74,3,2,1.137,1.322,1.8,0.409,2,7945.79,concept_drift,2024-03,7051.680450589021
ID0000157,2024-05-19,1,6,13762.0,57,3,0,0.908,0.837,0.4,0.367,1,3847.62,concept_drift,2024-05,3596.6211617207923
ID0000158,2024-06-14,2,5,21112.0,19,0,2,1.06,1.163,1.8,0.262,4,7608.83,concept_drift,2024-06,6916.967450273844
ID0000159,2024-10-05,3,8,18152.0,22,4,1,1.104,0.968,1.2,0.171,0,6843.54,concept_drift,2024-10,6825.157146047685
ID0000160,2024-12-11,2,5,23089.0,37,0,2,1.246,1.237,1.8,0.287,0,6980.37,concept_drift,2024-12,6163.125565801706
ID0000161,2024-10-11,1,0,22251.0,27,0,1,0.942,0.9,1.2,0.263,2,4826.23,concept_drift,2024-10,4366.527691284641
ID0000162,2024-09-21,0,8,7284.0,47,1,2,1.202,1.028,1.8,0.446,30,7419.88,concept_drift,2024-09,6639.383407315823
ID0000163,2024-12-05,2,4,20776.0,24,2,2,1.233,1.11,1.2,0.27,2,6861.77,concept_drift,2024-12,6435.549938032218
ID0000164,2024-04-12,1,3,26141.0,72,2,1,1.047,0.899,1.8,0.21,0,6492.73,concept_drift,2024-04,5770.381759836168
ID0000165,2024-12-04,4,4,36426.0,53,4,1,1.021,0.864,1.4,0.284,0,6253.24,concept_drift,2024-12,5931.866377839629
ID0000166,2024-04-20,1,3,22249.0,64,2,0,0.89,0.859,1.4,0.198,7,5452.92,concept_drift,2024-04,4912.7097309046285
ID0000167,2024-01-15,2,6,34898.0,44,1,1,1.02,1.156,1.2,0.322,4,5800.36,concept_drift,2024-01,5057.737760548121
ID0000168,2024-10-10,3,15,11588.0,74,1,2,1.059,1.285,1.8,0.129,14,7236.69,concept_drift,2024-10,6586.133779485118
ID0000169,2024-03-03,1,13,5721.0,29,0,1,0.981,0.75,1.4,0.465,0,5374.43,concept_drift,2024-03,4758.6735838981795
ID0000170,2024-12-07,1,8,11465.0,54,2,0,0.857,1.05,1.8,0.242,21,6926.11,concept_drift,2024-12,6214.5288027440865
ID0000171,2024-10-08,3,10,12752.0,60,4,2,1.059,1.07,1.2,0.335,4,6583.11,concept_drift,2024-10,6350.306442588514
ID0000172,2024-08-13,3,11,12491.0,64,0,1,0.992,1.064,1.4,0.316,4,5590.97,concept_drift,2024-08,4940.9100602031085
ID0000173,2024-07-22,3,12,17474.0,48,1,2,1.21,1.367,1.4,0.194,10,6638.71,concept_drift,2024-07,6042.540390156461
ID0000174,2024-04-08,0,14,5000.0,42,2,2,1.297,1.205,1.0,0.336,0,5792.19,concept_drift,2024-04,5509.715919114899
ID0000175,2024-10-16,2,14,10317.0,70,3,2,1.184,1.122,1.8,0.161,3,7546.97,concept_drift,2024-10,6877.994083858328
ID0000176,2024-06-26,2,10,22666.0,40,3,2,1.147,1.344,1.4,0.279,0,7173.06,concept_drift,2024-06,6690.001579739745
ID0000177,2024-11-27,1,5,18865.0,66,0,1,0.976,1.076,1.2,0.364,0,5053.15,concept_drift,2024-11,4513.7066028190675
ID0000178,2024-02-15,2,15,9064.0,33,4,2,1.218,1.226,1.4,0.178,2,7305.53,concept_drift,2024-02,6917.5226941907285
ID0000179,2024-07-27,1,6,16859.0,20,2,1,1.064,1.141,1.8,0.255,1,7934.47,concept_drift,2024-07,7213.3263387344
ID0000180,2024-06-16,1,13,8278.0,47,2,2,1.066,1.295,1.2,0.479,4,6554.92,concept_drift,2024-06,6117.980302552128
ID0000181,2024-02-28,2,3,33931.0,30,3,2,1.184,1.127,1.0,0.49,0,5854.76,concept_drift,2024-02,5683.544184374335
ID0000182,2024-11-24,3,0,25795.0,46,0,2,1.124,1.264,1.2,0.493,10,5606.16,concept_drift,2024-11,5116.2111039219435
ID0000183,2024-01-25,0,4,12071.0,46,0,0,1.006,0.968,0.4,0.222,10,3364.05,concept_drift,2024-01,2659.053458648461
ID0000184,2024-03-19,2,5,26283.0,18,4,0,0.931,1.054,1.8,0.389,1,8163.23,concept_drift,2024-03,7584.584996730015
ID0000185,2024-03-10,1,7,14990.0,67,0,2,1.207,1.162,1.8,0.147,2,6493.87,concept_drift,2024-03,5785.170019150478
ID0000186,2024-06-12,4,13,22259.0,44,2,2,1.183,1.18,1.8,0.164,2,7432.04,concept_drift,2024-06,6763.63275611984
ID0000187,2024-02-11,2,4,33711.0,59,2,0,0.852,0.945,1.8,0.098,3,6226.16,concept_drift,2024-02,5612.701024180779
ID0000188,2024-08-07,0,0,16293.0,62,3,1,1.004,1.009,3.2,0.463,1,10299.73,concept_drift,2024-08,8919.102626151074
ID0000189,2024-01-15,0,7,8193.0,57,1,0,0.879,0.951,1.8,0.162,1,6024.05,concept_drift,2024-01,5491.44939728516
ID0000190,2024-12-25,0,11,7234.0,61,3,1,1.005,1.028,1.8,0.071,7,7065.61,concept_drift,2024-12,6457.038265975119
ID0000191,2024-09-16,0,11,9679.0,34,0,2,1.317,1.191,1.8,0.287,3,6820.46,concept_drift,2024-09,6281.354511496114
ID0000192,2024-08-04,0,6,10305.0,67,2,2,1.043,1.262,1.4,0.45,0,6744.7,concept_drift,2024-08,6091.560523985141
ID0000193,2024-11-03,1,3,22072.0,42,1,0,0.971,0.965,1.8,0.264,3,6367.34,concept_drift,2024-11,5616.603990547777
ID0000194,2024-06-02,3,4,26990.0,65,0,1,0.905,1.011,1.2,0.179,5,4905.05,concept_drift,2024-06,4291.5749407288
ID0000195,2024-10-10,1,11,12732.0,39,2,1,0.912,0.867,1.8,0.232,1,6786.83,concept_drift,2024-10,6194.907526089075
ID0000196,2024-08-02,3,0,31654.0,58,1,2,1.305,1.254,1.2,0.248,0,5722.35,concept_drift,2024-08,5058.707456709317
