ID,date_of_loss,vehicle_type_code,vehicle_age_years,vehicle_acv,driver_age,ins_score,urbanicity_code,repair_cost_index,medical_cost_index,collision_sev,weather_cat_risk_index,report_lag_days,loss_amount,scenario,month,pred_model
ID0000040,8/2/2024,2,9,12988,21,2,2,1.086,0.959,1.4,0.215,30,6875.13,performance_drift,2024-08,5753.639017
ID0000041,1/7/2024,2,0,25203,19,0,2,1.284,1.086,1.2,0.42,3,5716.12,performance_drift,2024-01,5041.324948
ID0000042,11/3/2024,0,5,12411,45,3,2,1.237,1.198,1.8,0.346,0,7273.33,performance_drift,2024-11,6733.38182
ID0000043,7/25/2024,2,7,15360,68,1,1,1.037,1.093,1.8,0.427,0,5903.89,performance_drift,2024-07,6069.48688
ID0000044,2/17/2024,0,9,10342,70,4,1,1.005,1.023,1.8,0.26,3,6727.65,performance_drift,2024-02,6733.38182
ID0000045,10/23/2024,0,9,8902,20,1,1,1.02,0.91,1.2,0.083,3,5406.63,performance_drift,2024-10,5041.324948
ID0000046,5/9/2024,2,7,16153,45,3,0,0.989,0.903,1.2,0.18,4,5057.33,performance_drift,2024-05,5753.639017
ID0000047,11/5/2024,2,10,21546,54,0,1,1.054,1.094,1.2,0.029,1,4308.12,performance_drift,2024-11,5041.324948
ID0000048,4/22/2024,3,11,13207,22,1,2,1.177,1.095,1,0.009,0,5931.05,performance_drift,2024-04,5041.324948
ID0000049,11/15/2024,3,8,16232,60,0,2,1.218,1.22,1.8,0.169,3,5772.75,performance_drift,2024-11,6069.48688
ID0000050,1/19/2024,0,13,5000,40,2,2,1.21,1.411,1.2,0.225,4,5968.9,performance_drift,2024-01,5753.639017
ID0000051,6/16/2024,3,3,32360,20,0,2,1.22,0.97,1.2,0.564,2,5685.9,performance_drift,2024-06,5041.324948
ID0000052,3/20/2024,2,6,24548,46,0,1,0.945,0.979,1.4,0.161,0,4786.64,performance_drift,2024-03,5041.324948
ID0000053,6/16/2024,2,3,27678,29,2,0,0.945,0.844,0.4,0.099,1,3133.69,performance_drift,2024-06,3601.604965
ID0000054,5/24/2024,0,8,7154,44,1,1,1.062,1.096,1.8,0.499,0,6059.29,performance_drift,2024-05,6069.48688
ID0000055,12/17/2024,1,14,5663,40,3,2,1.25,0.94,1.8,0.434,2,7028.43,performance_drift,2024-12,6733.38182
ID0000056,5/15/2024,1,10,12882,56,4,1,0.851,1.005,0.4,0.038,30,4472.12,performance_drift,2024-05,3601.604965
ID0000057,10/26/2024,1,4,17782,26,3,2,1.107,1.154,3.2,0.084,14,9798.11,performance_drift,2024-10,9219.214917
ID0000058,8/10/2024,1,3,19715,53,2,2,1.363,1.266,1.4,0.544,30,6275.11,performance_drift,2024-08,5753.639017
ID0000059,5/1/2024,2,10,14378,54,4,0,0.961,0.977,1.2,0.026,1,5384.34,performance_drift,2024-05,5753.639017
ID0000060,6/16/2024,3,0,39442,31,2,0,0.963,1.025,1.4,0.063,7,5037.25,performance_drift,2024-06,5753.639017
ID0000061,1/11/2024,3,20,7496,71,2,1,0.993,1.009,1.2,0.232,7,5377.44,performance_drift,2024-01,5753.639017
ID0000062,8/27/2024,2,13,9259,51,0,1,0.991,1.125,1,0.221,21,4570.76,performance_drift,2024-08,5041.324948
ID0000063,5/2/2024,1,10,16942,64,1,1,0.921,0.963,1,0.347,1,4176.28,performance_drift,2024-05,5041.324948
ID0000064,3/20/2024,4,7,29016,78,1,1,1.081,1.13,1.8,0.066,4,6038.12,performance_drift,2024-03,6069.48688
ID0000065,2/6/2024,1,2,34526,42,1,2,1.078,1.163,1.2,0.092,1,5101.44,performance_drift,2024-02,5041.324948
ID0000066,2/5/2024,3,9,15940,31,1,2,1.258,1.124,1.2,0.119,0,5222.56,performance_drift,2024-02,5041.324948
ID0000067,11/23/2024,1,7,13310,28,3,1,0.964,0.987,1.8,0.296,0,6598.15,performance_drift,2024-11,6733.38182
ID0000068,4/8/2024,0,13,5567,79,1,1,0.925,1.078,1.4,0.182,0,5045.08,performance_drift,2024-04,5041.324948
ID0000069,11/17/2024,1,14,6582,58,4,2,1.232,1.268,1.2,0.183,1,6489.24,performance_drift,2024-11,5753.639017
ID0000070,2/8/2024,2,0,36733,52,1,1,1.048,1.017,1.8,0.236,2,5766.66,performance_drift,2024-02,6069.48688
ID0000071,1/26/2024,3,12,15299,71,1,1,0.857,0.834,1.2,0.471,30,4943.98,performance_drift,2024-01,5041.324948
ID0000072,5/3/2024,4,13,24609,78,3,0,0.882,1.031,3.2,0.236,1,8814.69,performance_drift,2024-05,9219.214917
ID0000073,12/9/2024,3,6,21280,49,0,2,1.349,1.338,1.2,0.288,0,4863.3,performance_drift,2024-12,5041.324948
ID0000074,6/26/2024,1,7,12585,67,1,0,0.92,1.032,1.8,0.345,0,5416.85,performance_drift,2024-06,6069.48688
ID0000075,9/26/2024,1,13,6177,57,3,2,1.21,1.169,1.4,0.101,0,6140.94,performance_drift,2024-09,5753.639017
ID0000076,9/20/2024,3,9,17374,33,0,2,1.12,1.556,1,0.224,14,5315.28,performance_drift,2024-09,5041.324948
ID0000077,8/28/2024,3,3,35591,78,2,2,1.288,1.358,1.8,0.643,30,7189.56,performance_drift,2024-08,6733.38182
ID0000078,11/10/2024,2,0,32257,20,2,1,1.031,1.016,1.2,0.056,1,5547.32,performance_drift,2024-11,5753.639017
ID0000079,4/21/2024,4,13,15481,39,0,2,1.356,1.089,1.4,0.275,10,5477.64,performance_drift,2024-04,5041.324948
ID0000080,1/7/2024,0,9,6404,67,2,0,0.75,0.973,1.8,0.419,7,6082.26,performance_drift,2024-01,6733.38182
ID0000081,2/16/2024,2,9,12791,79,3,2,1.494,1.048,1.2,0.593,0,5992.45,performance_drift,2024-02,5753.639017
ID0000082,12/5/2024,1,7,11642,27,2,0,1.003,0.954,0.4,0.28,5,3417.77,performance_drift,2024-12,3601.604965
ID0000083,2/11/2024,2,13,13500,52,2,1,1.116,0.877,1,0.32,14,4995.35,performance_drift,2024-02,5753.639017
ID0000084,9/15/2024,3,0,45494,38,1,1,1.01,1.18,1.1,0.289,0,4794.44,performance_drift,2024-09,5041.324948
ID0000085,6/11/2024,2,9,12948,36,4,2,1.281,1.05,1.2,0.531,21,6633.09,performance_drift,2024-06,5753.639017
ID0000086,12/27/2024,2,10,16799,20,1,0,0.881,0.947,1.2,0.269,14,5864.76,performance_drift,2024-12,5041.324948
ID0000087,12/16/2024,4,1,40727,38,2,0,0.843,0.969,1.2,0.486,21,4924.55,performance_drift,2024-12,5753.639017
ID0000088,2/23/2024,1,10,8572,58,0,0,0.901,0.948,0.4,0.182,6,2603.47,performance_drift,2024-02,3601.604965
ID0000089,1/28/2024,2,10,16099,73,2,2,1.084,1.378,1,0.27,3,5483.92,performance_drift,2024-01,5753.639017
ID0000090,5/28/2024,1,6,14171,32,0,1,0.928,0.971,1.4,0.201,3,4883.99,performance_drift,2024-05,5041.324948
ID0000091,6/15/2024,2,7,17197,64,0,0,0.882,0.783,1.4,0.055,1,3964.48,performance_drift,2024-06,5041.324948
ID0000092,7/11/2024,2,17,7357,78,0,0,0.974,0.964,1.2,0.045,14,4301.62,performance_drift,2024-07,5041.324948
ID0000093,3/23/2024,2,0,29457,35,0,2,1.093,1.099,1.8,0.316,30,6366.82,performance_drift,2024-03,6069.48688
ID0000094,9/7/2024,3,12,13362,57,2,2,1.248,1.215,1.2,0.227,0,5837.73,performance_drift,2024-09,5753.639017
ID0000095,7/22/2024,1,11,6613,53,1,2,1.121,1.099,1.4,0.33,1,5810.65,performance_drift,2024-07,5041.324948
ID0000096,4/12/2024,2,7,19802,58,1,0,0.804,0.94,1,0.418,30,4362.91,performance_drift,2024-04,5041.324948
ID0000097,2/21/2024,1,5,13530,24,1,1,0.984,0.923,1.8,0.288,3,6484.73,performance_drift,2024-02,6069.48688
ID0000098,6/28/2024,0,9,9945,20,3,1,0.972,1.061,1.2,0.218,1,6838.67,performance_drift,2024-06,5753.639017
ID0000099,11/8/2024,1,12,7461,57,0,2,1.265,1.075,1.8,0.381,4,5913.11,performance_drift,2024-11,6069.48688
ID0000100,4/10/2024,1,0,27419,57,3,2,1.128,1.203,0.4,0.206,4,4652.8,performance_drift,2024-04,4284.85875
ID0000101,4/3/2024,1,4,18369,64,1,1,1.036,1.231,1.4,0.487,0,5357.45,performance_drift,2024-04,5041.324948
ID0000102,6/2/2024,0,15,5607,18,0,1,1.084,0.928,1,0.46,21,5491.25,performance_drift,2024-06,5041.324948
ID0000103,9/3/2024,3,4,22634,60,1,2,1.115,1.123,1.8,0.35,1,6166.46,performance_drift,2024-09,6069.48688
ID0000104,7/21/2024,2,10,15451,58,0,1,0.962,0.961,1.8,0.231,4,5620.37,performance_drift,2024-07,6069.48688
ID0000105,8/13/2024,1,3,14330,22,0,2,1.091,1.25,1.2,0.391,0,5836.6,performance_drift,2024-08,5041.324948
ID0000106,7/25/2024,0,7,8297,24,2,2,1.14,1.389,1.2,0.172,21,7175.86,performance_drift,2024-07,5753.639017
ID0000107,6/16/2024,1,9,10891,52,1,0,0.861,0.931,1.8,0.445,2,5745.92,performance_drift,2024-06,6069.48688
ID0000108,9/20/2024,1,12,12229,31,0,1,1.047,0.845,1.2,0.361,1,4614.01,performance_drift,2024-09,5041.324948
ID0000109,11/23/2024,2,4,25140,40,2,1,1.041,1.126,1.2,0.138,4,5138.31,performance_drift,2024-11,5753.639017
ID0000110,3/15/2024,3,3,19481,30,2,1,0.989,1.067,0.4,0.149,5,3826.99,performance_drift,2024-03,3601.604965
ID0000111,9/24/2024,2,3,32709,60,0,1,1.008,1.025,3.2,0.159,1,7805.41,performance_drift,2024-09,8216.463966
ID0000112,8/13/2024,3,8,16638,23,1,0,0.92,0.871,1.2,0.238,4,5578.73,performance_drift,2024-08,5041.324948
ID0000113,3/28/2024,3,11,17116,75,2,0,0.809,0.932,1.4,0.1,1,5053.55,performance_drift,2024-03,5753.639017
ID0000114,2/1/2024,1,12,7303,23,3,1,1.019,1.109,1.8,0.307,3,7544.81,performance_drift,2024-02,6733.38182
ID0000115,9/24/2024,3,12,11157,25,2,2,1.26,1.055,1.2,0.476,1,6177.87,performance_drift,2024-09,5753.639017
ID0000116,8/7/2024,1,7,15311,32,0,2,1.185,1.306,1.8,0.138,2,5864.13,performance_drift,2024-08,6069.48688
ID0000117,7/1/2024,2,4,21889,22,2,2,1.021,1.277,1.2,0.213,14,6902.8,performance_drift,2024-07,5753.639017
ID0000118,6/14/2024,0,0,17555,76,0,2,0.997,1.026,1.2,0.168,2,4015.68,performance_drift,2024-06,5041.324948
ID0000119,5/16/2024,2,15,7745,47,0,2,1.146,1.141,0.4,0.15,30,3843.68,performance_drift,2024-05,4284.85875
ID0000120,2/12/2024,3,3,23369,19,1,2,1.075,1.247,3.2,0.443,0,10041.28,performance_drift,2024-02,9219.214917
ID0000121,5/28/2024,4,0,53222,64,2,2,1.168,1.312,1.4,0.333,21,6083.26,performance_drift,2024-05,5753.639017
ID0000122,4/15/2024,2,12,19089,39,3,0,0.869,0.951,1.1,0.269,5,5048.28,performance_drift,2024-04,5753.639017
ID0000123,11/16/2024,3,10,16116,74,2,1,1.1,1.073,1.4,0.384,30,5989.73,performance_drift,2024-11,5753.639017
ID0000124,1/25/2024,3,7,18475,48,2,1,1.073,0.958,1.8,0.548,14,6223.4,performance_drift,2024-01,6733.38182
ID0000125,12/15/2024,3,4,32266,22,4,2,1.3,1.113,1.8,0.253,4,7973.97,performance_drift,2024-12,6733.38182
ID0000126,5/9/2024,2,9,21131,46,3,2,1.082,1.222,1.2,0.395,3,6424.39,performance_drift,2024-05,5753.639017
ID0000127,4/19/2024,1,13,6759,36,0,1,1.007,0.85,1,0.17,3,3973.59,performance_drift,2024-04,5041.324948
ID0000128,5/10/2024,3,3,19236,18,2,2,0.996,1.083,1,0.415,0,6138.11,performance_drift,2024-05,5753.639017
ID0000129,6/24/2024,0,9,7768,67,2,2,1.179,1.271,1.2,0.193,0,5711.16,performance_drift,2024-06,5753.639017
ID0000130,6/13/2024,4,2,27879,70,2,1,0.94,1.044,1.4,0.536,7,5484.94,performance_drift,2024-06,5753.639017
ID0000131,9/9/2024,3,4,20609,65,1,2,1.285,1.005,1,0.243,0,4527.73,performance_drift,2024-09,5041.324948
ID0000132,1/18/2024,3,5,23227,57,0,2,1.061,1.198,3.2,0.235,1,8438.45,performance_drift,2024-01,8216.463966
ID0000133,11/8/2024,2,12,14700,42,3,1,1.065,0.971,1.2,0.083,5,5574.71,performance_drift,2024-11,5753.639017
ID0000134,9/21/2024,1,4,14410,65,1,2,1.24,1.15,1.1,0.264,0,5032.65,performance_drift,2024-09,5041.324948
ID0000135,3/14/2024,0,11,8479,59,3,2,1.081,1.355,1.8,0.181,1,7375.6,performance_drift,2024-03,6733.38182
ID0000136,4/14/2024,1,5,16411,37,4,2,1.194,1.208,1.4,0.042,0,6656.36,performance_drift,2024-04,5753.639017
ID0000137,11/12/2024,0,9,7470,52,2,2,1.329,1.29,1,0.157,3,5511.45,performance_drift,2024-11,5753.639017
ID0000138,4/21/2024,0,15,6780,20,2,2,1.086,1.303,1.8,0.248,0,7891.36,performance_drift,2024-04,6733.38182
ID0000139,4/18/2024,1,10,8002,50,0,1,1.031,1.124,1.2,0.305,0,4557.53,performance_drift,2024-04,5041.324948
ID0000140,11/5/2024,2,16,9936,64,2,0,0.934,1.02,1.4,0.252,0,5178.43,performance_drift,2024-11,5753.639017
ID0000141,5/5/2024,1,4,14356,23,1,1,0.995,1.102,1.2,0.306,21,6068.86,performance_drift,2024-05,5041.324948
ID0000142,8/14/2024,3,6,24017,28,2,2,1.163,1.13,1.2,0.172,0,5885.92,performance_drift,2024-08,5753.639017
ID0000143,9/17/2024,4,3,63693,28,2,0,0.889,0.869,1.2,0.346,5,4873.67,performance_drift,2024-09,5753.639017
ID0000144,8/16/2024,2,0,41130,35,4,2,0.981,1.095,1.2,0.158,21,5976.48,performance_drift,2024-08,5753.639017
ID0000145,7/6/2024,2,4,16004,65,0,1,0.908,0.986,1.4,0.384,30,4845.8,performance_drift,2024-07,5041.324948
ID0000146,7/10/2024,1,10,13276,22,3,2,1.298,1.455,1,0.238,5,7032.3,performance_drift,2024-07,5753.639017
ID0000147,8/16/2024,3,16,9555,65,1,2,1.138,1.253,1.4,0.094,0,5743.32,performance_drift,2024-08,5041.324948
ID0000148,3/11/2024,2,8,14881,34,1,1,1.01,0.915,1.2,0.672,0,5120.29,performance_drift,2024-03,5041.324948
ID0000149,11/9/2024,0,8,9846,66,0,2,1.272,1.362,1.2,0.334,3,5256.05,performance_drift,2024-11,5041.324948
ID0000150,2/9/2024,2,3,25684,22,1,0,0.935,1.001,1.1,0.294,2,5313.21,performance_drift,2024-02,5041.324948
ID0000151,11/3/2024,3,8,15338,58,0,1,0.993,0.968,1.2,0.205,2,4118.73,performance_drift,2024-11,5041.324948
ID0000152,3/8/2024,3,14,10891,53,4,2,1.049,1.222,1.8,0.156,1,7595.92,performance_drift,2024-03,6733.38182
ID0000153,7/12/2024,0,6,9881,42,3,1,1.053,1.036,1,0.39,2,5187.33,performance_drift,2024-07,5753.639017
ID0000154,5/1/2024,0,19,5066,33,2,1,0.967,1.031,1,0.298,7,5354.41,performance_drift,2024-05,5753.639017
ID0000155,6/8/2024,1,13,6257,39,4,1,1.071,0.922,1.2,0.784,14,6640.45,performance_drift,2024-06,5753.639017
ID0000156,3/13/2024,1,3,21014,74,3,2,1.137,1.322,1.8,0.409,2,7318.92,performance_drift,2024-03,6733.38182
ID0000157,5/19/2024,1,6,13762,57,3,0,0.908,0.837,0.4,0.367,1,3659,performance_drift,2024-05,3601.604965
ID0000158,6/14/2024,2,5,21112,19,0,2,1.06,1.163,1.8,0.262,4,6832.64,performance_drift,2024-06,6069.48688
ID0000159,10/5/2024,3,8,18152,22,4,1,1.104,0.968,1.2,0.171,0,6612.89,performance_drift,2024-10,5753.639017
ID0000160,12/11/2024,2,5,23089,37,0,2,1.246,1.237,1.8,0.287,0,6214.59,performance_drift,2024-12,6069.48688
ID0000161,10/11/2024,1,0,22251,27,0,1,0.942,0.9,1.2,0.263,2,4178.67,performance_drift,2024-10,5041.324948
ID0000162,9/21/2024,0,8,7284,47,1,2,1.202,1.028,1.8,0.446,30,6599.46,performance_drift,2024-09,6069.48688
ID0000163,12/5/2024,2,4,20776,24,2,2,1.233,1.11,1.2,0.27,2,6477.33,performance_drift,2024-12,5753.639017
ID0000164,4/12/2024,1,3,26141,72,2,1,1.047,0.899,1.8,0.21,0,5902.21,performance_drift,2024-04,6733.38182
ID0000165,12/4/2024,4,4,36426,53,4,1,1.021,0.864,1.4,0.284,0,5887.07,performance_drift,2024-12,5753.639017
ID0000166,4/20/2024,1,3,22249,64,2,0,0.89,0.859,1.4,0.198,7,4890.91,performance_drift,2024-04,5753.639017
ID0000167,1/15/2024,2,6,34898,44,1,1,1.02,1.156,1.2,0.322,4,5261.58,performance_drift,2024-01,5041.324948
ID0000168,10/10/2024,3,15,11588,74,1,2,1.059,1.285,1.8,0.129,14,6557.17,performance_drift,2024-10,6069.48688
ID0000169,3/3/2024,1,13,5721,29,0,1,0.981,0.75,1.4,0.465,0,4681.21,performance_drift,2024-03,5041.324948
ID0000170,12/7/2024,1,8,11465,54,2,0,0.857,1.05,1.8,0.242,21,6178.39,performance_drift,2024-12,6733.38182
ID0000171,10/8/2024,3,10,12752,60,4,2,1.059,1.07,1.2,0.335,4,6302.66,performance_drift,2024-10,5753.639017
ID0000172,8/13/2024,3,11,12491,64,0,1,0.992,1.064,1.4,0.316,4,4853.12,performance_drift,2024-08,5041.324948
ID0000173,7/22/2024,3,12,17474,48,1,2,1.21,1.367,1.4,0.194,10,6038.91,performance_drift,2024-07,5041.324948
ID0000174,4/8/2024,0,14,5000,42,2,2,1.297,1.205,1,0.336,0,5353.78,performance_drift,2024-04,5753.639017
ID0000175,10/16/2024,2,14,10317,70,3,2,1.184,1.122,1.8,0.161,3,7133.41,performance_drift,2024-10,6733.38182
ID0000176,6/26/2024,2,10,22666,40,3,2,1.147,1.344,1.4,0.279,0,6751.08,performance_drift,2024-06,5753.639017
ID0000177,11/27/2024,1,5,18865,66,0,1,0.976,1.076,1.2,0.364,0,4321.39,performance_drift,2024-11,5041.324948
ID0000178,2/15/2024,2,15,9064,33,4,2,1.218,1.226,1.4,0.178,2,7060.78,performance_drift,2024-02,5753.639017
ID0000179,7/27/2024,1,6,16859,20,2,1,1.064,1.141,1.8,0.255,1,7306.08,performance_drift,2024-07,6733.38182
ID0000180,6/16/2024,1,13,8278,47,2,2,1.066,1.295,1.2,0.479,4,5985.2,performance_drift,2024-06,5753.639017
ID0000181,2/28/2024,2,3,33931,30,3,2,1.184,1.127,1,0.49,0,5360.49,performance_drift,2024-02,5753.639017
ID0000182,11/24/2024,3,0,25795,46,0,2,1.124,1.264,1.2,0.493,10,4696.56,performance_drift,2024-11,5041.324948
ID0000183,1/25/2024,0,4,12071,46,0,0,1.006,0.968,0.4,0.222,10,2982.08,performance_drift,2024-01,3601.604965
ID0000184,3/19/2024,2,5,26283,18,4,0,0.931,1.054,1.8,0.389,1,7519.5,performance_drift,2024-03,6733.38182
ID0000185,3/10/2024,1,7,14990,67,0,2,1.207,1.162,1.8,0.147,2,5729.84,performance_drift,2024-03,6069.48688
ID0000186,6/12/2024,4,13,22259,44,2,2,1.183,1.18,1.8,0.164,2,6926.98,performance_drift,2024-06,6733.38182
ID0000187,2/11/2024,2,4,33711,59,2,0,0.852,0.945,1.8,0.098,3,5562.51,performance_drift,2024-02,6733.38182
ID0000188,8/7/2024,0,0,16293,62,3,1,1.004,1.009,3.2,0.463,1,9137.41,performance_drift,2024-08,9219.214917
ID0000189,1/15/2024,0,7,8193,57,1,0,0.879,0.951,1.8,0.162,1,5249.86,performance_drift,2024-01,6069.48688
ID0000190,12/25/2024,0,11,7234,61,3,1,1.005,1.028,1.8,0.071,7,6607.27,performance_drift,2024-12,6733.38182
ID0000191,9/16/2024,0,11,9679,34,0,2,1.317,1.191,1.8,0.287,3,5967.26,performance_drift,2024-09,6069.48688
ID0000192,8/4/2024,0,6,10305,67,2,2,1.043,1.262,1.4,0.45,0,6150.52,performance_drift,2024-08,5753.639017
ID0000193,11/3/2024,1,3,22072,42,1,0,0.971,0.965,1.8,0.264,3,5621.5,performance_drift,2024-11,6069.48688
ID0000194,6/2/2024,3,4,26990,65,0,1,0.905,1.011,1.2,0.179,5,4278.11,performance_drift,2024-06,5041.324948
ID0000195,10/10/2024,1,11,12732,39,2,1,0.912,0.867,1.8,0.232,1,6259.5,performance_drift,2024-10,6733.38182
ID0000196,8/2/2024,3,0,31654,58,1,2,1.305,1.254,1.2,0.248,0,5144.12,performance_drift,2024-08,5041.324948
ID0000197,6/21/2024,3,0,31542,33,2,1,1.055,0.891,1.8,0.122,1,6069.71,performance_drift,2024-06,6733.38182
ID0000198,4/17/2024,2,2,36058,67,0,1,0.956,0.947,1.2,0.472,0,4385.02,performance_drift,2024-04,5041.324948
ID0000199,5/11/2024,1,7,14114,78,4,1,0.927,0.968,1.4,0.284,10,5879.16,performance_drift,2024-05,5753.639017
ID0000200,2/26/2024,2,11,13334,73,3,0,0.928,0.774,1.2,0.268,14,5121.68,performance_drift,2024-02,5753.639017
ID0000201,2/19/2024,1,13,8459,21,2,2,1.125,1.212,1.8,0.338,3,7753.18,performance_drift,2024-02,6733.38182
ID0000202,10/1/2024,3,8,20897,49,0,0,0.853,0.892,1.2,0.113,7,4025.49,performance_drift,2024-10,5041.324948
ID0000203,9/16/2024,2,17,7366,76,2,1,0.958,1.032,1.8,0.404,4,6375.96,performance_drift,2024-09,6733.38182
ID0000204,6/1/2024,2,5,27423,28,0,1,1.148,0.954,1.4,0.688,0,5219.48,performance_drift,2024-06,5041.324948
ID0000205,6/25/2024,2,8,17419,37,0,1,0.86,1.148,1.2,0.881,1,5117.93,performance_drift,2024-06,5041.324948
ID0000206,12/21/2024,0,7,10308,40,4,2,1.206,1.539,1.2,0.287,1,6912.47,performance_drift,2024-12,5753.639017
ID0000207,9/19/2024,3,8,17562,33,2,2,1.309,1.159,1.8,0.127,1,6672.9,performance_drift,2024-09,6733.38182
ID0000208,3/10/2024,1,0,27732,35,0,2,0.929,1.227,1.4,0.089,3,5038.78,performance_drift,2024-03,5041.324948
ID0000209,10/4/2024,4,5,34954,22,2,0,0.9,0.908,1.2,0.323,0,5805.41,performance_drift,2024-10,5753.639017
