ID,date_of_loss,vehicle_type_code,vehicle_age_years,vehicle_acv,driver_age,ins_score,urbanicity_code,repair_cost_index,medical_cost_index,collision_sev,weather_cat_risk_index,report_lag_days,loss_amount,scenario,month,pred_model
ID0000079,2024-08-19,2,2,26755.0,35,4,1,1.045,0.846,1.8,0.436,3,7237.15,good,2024-08,6789.685345658899
ID0000080,2024-02-07,3,9,18721.0,73,2,2,1.138,1.284,1.8,0.105,4,6412.7,good,2024-02,6660.463656629254
ID0000081,2024-07-18,3,4,16659.0,57,2,2,1.251,1.139,1.8,0.234,4,6382.65,good,2024-07,6500.302304411864
ID0000082,2024-04-23,3,8,16701.0,37,4,1,0.989,0.968,1.2,0.339,30,5960.73,good,2024-04,6250.627582888694
ID0000083,2024-12-25,2,3,19751.0,34,3,0,0.824,0.901,1.4,0.412,0,5959.14,good,2024-12,5621.471950640095
ID0000084,2024-11-22,3,7,17224.0,63,0,1,1.122,0.963,1.8,0.203,2,5096.45,good,2024-11,5357.977603261938
ID0000085,2024-03-14,1,15,6013.0,52,2,0,0.907,0.888,1.1,0.17,1,4893.54,good,2024-03,4648.415847337437
ID0000086,2024-07-23,2,3,33618.0,33,3,2,1.014,1.299,1.4,0.314,30,6592.62,good,2024-07,6676.006973038647
ID0000087,2024-12-16,2,0,37099.0,36,3,0,0.924,0.847,1.2,0.073,1,4224.49,good,2024-12,4835.299264257235
ID0000088,2024-11-24,1,15,6974.0,62,0,1,0.928,0.815,1.2,0.092,21,4027.41,good,2024-11,4485.9137922687505
ID0000089,2024-09-20,1,12,6606.0,53,0,2,1.134,1.318,1.8,0.186,1,6711.35,good,2024-09,6212.153154454932
ID0000090,2024-08-16,2,8,17779.0,45,3,0,0.846,1.045,1.2,0.538,5,5828.45,good,2024-08,5589.797825010684
ID0000091,2024-01-18,1,6,15187.0,33,2,2,1.33,1.111,1.4,0.506,5,6361.51,good,2024-01,6223.091332102261
ID0000092,2024-09-26,3,9,11928.0,44,3,2,1.216,1.357,1.0,0.077,4,5652.98,good,2024-09,5809.712102394034
ID0000093,2024-06-28,2,6,13489.0,23,1,0,0.857,0.903,1.2,0.09,3,5082.48,good,2024-06,5242.760559327004
ID0000094,2024-02-19,1,13,10187.0,34,0,2,1.06,0.942,1.2,0.129,10,4968.51,good,2024-02,4856.347219367724
ID0000095,2024-03-01,1,6,16926.0,69,1,1,1.031,0.774,1.2,0.697,10,4415.44,good,2024-03,4851.660963194211
ID0000096,2024-07-18,3,5,23537.0,67,0,1,1.04,1.029,1.2,0.816,2,4559.64,good,2024-07,4711.538019817135
ID0000097,2024-09-16,1,11,11281.0,30,2,0,0.909,1.003,1.8,0.166,10,6046.5,good,2024-09,6339.980203966365
ID0000098,2024-07-24,3,4,30831.0,69,2,2,1.277,1.338,1.4,0.331,10,6939.39,good,2024-07,6088.643892887434
ID0000099,2024-08-23,1,11,15215.0,39,4,2,1.125,1.07,1.4,0.374,30,6924.05,good,2024-08,6973.606790042627
ID0000100,2024-11-19,4,2,25382.0,28,0,1,1.108,1.021,1.4,0.247,0,4341.22,good,2024-11,4893.3021359025515
ID0000101,2024-09-06,1,5,15751.0,26,1,1,1.028,1.012,1.2,0.366,4,5735.54,good,2024-09,5094.668673139675
ID0000102,2024-05-22,4,9,34273.0,64,1,1,0.972,0.992,1.4,0.082,1,4554.12,good,2024-05,4923.647089765943
ID0000103,2024-08-05,1,4,17003.0,43,2,2,1.154,1.335,1.0,0.109,5,5829.11,good,2024-08,5395.580070293492
ID0000104,2024-08-27,1,13,6640.0,50,2,1,1.143,0.955,1.4,0.21,1,5756.16,good,2024-08,5499.2600637947335
ID0000105,2024-02-08,1,7,9299.0,63,0,2,1.224,1.301,0.4,0.172,6,3536.71,good,2024-02,3538.7870190418826
ID0000106,2024-01-12,3,9,22596.0,59,1,2,1.262,1.266,1.2,0.169,3,5372.63,good,2024-01,5264.309532300407
ID0000107,2024-08-17,0,0,27926.0,69,3,0,0.907,0.79,1.0,0.115,0,3968.3,good,2024-08,4114.076222414735
ID0000108,2024-05-22,3,11,9338.0,68,0,2,1.198,1.4,1.8,0.289,30,6658.9,good,2024-05,6595.048912450969
ID0000109,2024-08-02,2,8,13132.0,53,1,2,1.111,1.227,1.0,0.108,0,4715.07,good,2024-08,4819.051627827494
ID0000110,2024-04-09,3,0,39836.0,41,2,1,0.986,0.858,1.8,0.317,0,5426.19,good,2024-04,5962.756791293273
ID0000111,2024-03-12,2,9,18535.0,60,2,2,1.295,1.286,1.8,0.1,0,6808.74,good,2024-03,6628.296319577988
ID0000112,2024-02-14,4,10,21588.0,46,3,2,1.276,1.124,1.2,0.594,30,6774.91,good,2024-02,6632.021036335024
ID0000113,2024-05-14,2,4,16780.0,27,3,1,1.028,1.1,1.4,0.16,1,6662.1,good,2024-05,5825.220085201503
ID0000114,2024-10-25,1,2,23596.0,59,2,2,1.16,1.164,1.8,0.272,30,6921.82,good,2024-10,6673.243363554785
ID0000115,2024-05-17,3,1,42960.0,62,1,2,1.247,1.264,1.0,0.154,2,5291.86,good,2024-05,4689.922106052548
ID0000116,2024-05-28,3,8,12094.0,51,4,2,1.33,1.358,1.0,0.162,0,5631.32,good,2024-05,6003.612676318695
ID0000117,2024-07-22,3,8,18407.0,65,1,1,1.155,0.821,1.8,0.158,6,5212.97,good,2024-07,5577.5573320057065
ID0000118,2024-12-27,2,7,20103.0,23,3,2,1.266,1.313,1.4,0.285,1,8039.89,good,2024-12,7506.625283604648
ID0000119,2024-05-18,1,18,5074.0,65,2,2,1.209,1.207,1.2,0.239,21,6299.94,good,2024-05,6037.4598823434535
ID0000120,2024-08-22,0,8,12623.0,73,0,2,1.336,1.205,1.4,0.202,0,4558.2,good,2024-08,5075.733057005232
ID0000121,2024-06-16,3,9,18061.0,29,2,1,0.898,0.953,1.2,0.291,7,5527.71,good,2024-06,5321.18696492667
ID0000122,2024-08-24,2,0,35542.0,52,2,1,1.04,1.13,1.0,0.38,30,5388.33,good,2024-08,4951.385429055759
ID0000123,2024-06-08,1,9,11223.0,32,0,2,1.083,1.269,1.2,0.474,1,4891.43,good,2024-06,5299.9501784563045
ID0000124,2024-08-25,2,13,8212.0,22,2,1,0.93,1.222,1.4,0.258,2,6614.08,good,2024-08,6830.516211626058
ID0000125,2024-07-12,3,3,44609.0,26,2,2,1.228,1.253,1.2,0.043,1,5326.33,good,2024-07,5583.739396805526
ID0000126,2024-09-18,1,18,5000.0,77,0,2,1.378,1.194,1.8,0.424,4,6872.94,good,2024-09,5958.777573603271
ID0000127,2024-12-06,0,5,11945.0,64,0,2,1.306,1.015,1.4,0.232,0,5360.9,good,2024-12,4978.6942559252575
ID0000128,2024-02-07,0,9,11570.0,69,2,2,1.225,1.196,1.2,0.24,10,5799.57,good,2024-02,5666.691065889815
ID0000129,2024-07-10,4,6,39396.0,39,2,1,1.104,1.005,1.2,0.246,7,4873.14,good,2024-07,5211.145715352917
ID0000130,2024-06-01,1,6,12988.0,18,3,2,1.162,1.085,1.2,0.714,0,7232.75,good,2024-06,6916.277532662867
ID0000131,2024-05-24,4,0,33857.0,49,1,2,1.181,1.306,1.4,0.282,14,5304.83,good,2024-05,5703.246848268999
ID0000132,2024-03-22,0,12,6868.0,27,1,1,1.138,1.067,1.4,0.012,4,5172.24,good,2024-03,5330.260397423636
ID0000133,2024-01-15,2,0,40715.0,68,0,1,1.086,1.036,1.2,0.119,0,3865.63,good,2024-01,4042.3954205385116
ID0000134,2024-05-22,2,14,9993.0,45,1,2,1.195,1.15,1.2,0.401,0,5599.84,good,2024-05,5537.5593365606655
ID0000135,2024-10-20,2,2,19661.0,64,2,1,1.101,1.092,1.8,0.552,0,5578.49,good,2024-10,6177.475883403475
ID0000136,2024-02-21,0,5,15707.0,45,2,1,0.956,1.031,1.4,0.126,7,5468.14,good,2024-02,5523.056072362222
ID0000137,2024-05-10,2,20,10423.0,24,2,0,0.889,0.917,1.2,0.43,10,6513.71,good,2024-05,6272.428638537199
ID0000138,2024-12-17,2,3,31237.0,68,1,2,1.18,1.514,1.8,0.196,0,6590.74,good,2024-12,6345.1001302213845
ID0000139,2024-12-01,3,7,25254.0,68,3,2,1.301,1.384,1.2,0.255,0,5875.45,good,2024-12,6022.83331883032
ID0000140,2024-03-19,3,2,20249.0,66,3,2,1.275,0.891,1.2,0.244,3,5527.83,good,2024-03,5462.979442213907
ID0000141,2024-01-04,3,7,17568.0,25,3,0,0.839,0.978,1.2,0.133,3,4122.02,good,2024-01,5417.327913078797
ID0000142,2024-09-21,0,10,5000.0,26,2,2,1.207,1.048,1.2,0.471,0,5593.81,good,2024-09,5732.852756209721
ID0000143,2024-01-21,3,16,12091.0,48,3,2,1.116,1.117,1.2,0.122,1,5470.73,good,2024-01,5930.213787310433
ID0000144,2024-04-15,2,0,36108.0,72,2,2,1.188,1.364,1.8,0.156,1,6559.64,good,2024-04,6511.183861877523
ID0000145,2024-06-08,3,8,10485.0,37,1,2,1.069,1.171,1.2,0.178,2,4723.93,good,2024-06,5288.4697905751345
ID0000146,2024-11-19,3,11,16629.0,72,0,1,1.035,0.859,1.0,0.182,21,3929.29,good,2024-11,4019.8596362301114
ID0000147,2024-02-08,0,12,8608.0,33,2,2,1.286,1.301,1.0,0.246,21,5051.4,good,2024-02,5931.053643626352
ID0000148,2024-08-07,1,4,13199.0,31,3,2,1.096,1.295,1.4,0.103,1,5550.45,good,2024-08,6354.219200726276
ID0000149,2024-07-19,2,8,15864.0,43,2,1,1.032,1.059,0.4,0.508,2,3581.89,good,2024-07,4015.9296046134123
ID0000150,2024-02-15,2,17,11372.0,47,2,1,0.876,0.953,0.4,0.177,0,3774.82,good,2024-02,3799.202226766513
ID0000151,2024-11-05,4,10,17992.0,74,1,1,0.945,0.845,1.2,0.109,7,4255.49,good,2024-11,4457.953716869968
ID0000152,2024-11-18,0,19,5000.0,43,2,0,0.875,1.013,1.2,0.491,2,5235.33,good,2024-11,5412.082643448928
ID0000153,2024-06-22,2,2,33921.0,75,1,1,1.035,1.046,1.4,0.173,10,4608.58,good,2024-06,4882.905603343176
ID0000154,2024-12-16,2,4,24520.0,18,0,0,0.823,0.925,1.2,0.297,30,5382.45,good,2024-12,5110.217456397333
ID0000155,2024-08-11,0,8,8729.0,53,2,2,1.14,1.106,1.1,0.385,0,4589.64,good,2024-08,5461.516001078872
ID0000156,2024-11-08,2,3,26248.0,72,0,1,0.925,1.006,1.2,0.243,4,4617.2,good,2024-11,4218.156843456874
ID0000157,2024-12-03,2,11,14718.0,66,3,2,1.045,1.166,1.0,0.107,0,4838.09,good,2024-12,5393.665027057042
ID0000158,2024-07-04,0,2,18218.0,69,3,2,1.192,1.214,1.4,0.197,3,6623.47,good,2024-07,6003.847088916947
ID0000159,2024-04-24,0,10,11556.0,69,0,2,1.152,1.361,1.0,0.281,10,4703.0,good,2024-04,4766.086245878496
ID0000160,2024-02-19,2,0,23006.0,25,2,2,1.291,1.073,1.0,0.22,2,5503.08,good,2024-02,5177.5367158295285
ID0000161,2024-07-22,4,4,39333.0,42,1,2,1.231,1.152,1.2,0.262,6,5663.77,good,2024-07,5246.433745698901
ID0000162,2024-03-04,3,9,16506.0,74,1,0,1.05,0.815,1.2,0.638,0,4787.63,good,2024-03,4411.955454129336
ID0000163,2024-10-18,2,11,18820.0,37,4,2,1.141,1.355,1.4,0.165,5,6881.08,good,2024-10,6922.558441115441
ID0000164,2024-12-23,1,3,13301.0,43,1,2,1.119,1.338,1.8,0.128,0,6786.7,good,2024-12,6380.965637787364
ID0000165,2024-03-06,4,0,80452.0,44,1,2,1.151,1.13,1.2,0.416,0,4645.7,good,2024-03,4887.062383671438
ID0000166,2024-07-06,2,11,11008.0,71,2,0,1.016,0.944,1.2,0.084,1,4748.56,good,2024-07,4583.352122431234
ID0000167,2024-01-18,0,3,11821.0,34,1,1,1.119,0.838,1.4,0.488,1,5519.46,good,2024-01,5192.668623246344
ID0000168,2024-03-22,2,10,10567.0,68,1,1,1.017,0.898,1.8,0.445,30,5790.38,good,2024-03,6073.4195653507
ID0000169,2024-05-26,0,14,5617.0,45,0,1,1.18,1.097,1.2,0.251,3,5356.39,good,2024-05,4759.819963663261
ID0000170,2024-11-10,3,11,13038.0,71,0,0,0.969,0.774,1.4,0.32,0,4539.42,good,2024-11,4222.494323498463
ID0000171,2024-12-08,2,0,32619.0,30,3,2,1.13,1.235,1.2,0.076,14,6113.68,good,2024-12,5929.609968682315
ID0000172,2024-08-26,2,14,9997.0,40,0,1,0.904,0.876,1.2,0.234,0,4781.49,good,2024-08,4559.8291243901485
ID0000173,2024-08-16,3,14,13229.0,68,3,0,0.975,0.811,1.4,0.042,3,5183.15,good,2024-08,5228.084637181567
ID0000174,2024-07-07,3,5,25665.0,66,4,1,1.082,1.022,0.4,0.082,1,4089.2,good,2024-07,4085.1791257517502
ID0000175,2024-01-03,3,6,12582.0,37,0,1,0.981,1.141,1.4,0.47,21,5635.39,good,2024-01,5358.107434174133
ID0000176,2024-05-05,3,15,13567.0,28,2,1,1.034,1.01,0.4,0.192,3,4065.62,good,2024-05,4023.108355322248
ID0000177,2024-12-28,1,10,9859.0,37,0,2,1.052,1.099,1.4,0.043,4,5407.61,good,2024-12,5250.586128711681
ID0000178,2024-05-19,0,10,7958.0,50,1,1,1.024,0.942,1.4,0.306,1,5055.12,good,2024-05,5210.212451574528
ID0000179,2024-03-22,1,13,6899.0,79,2,1,0.948,0.835,1.2,0.116,3,4826.03,good,2024-03,4706.8884233391
ID0000180,2024-03-22,2,11,16121.0,22,4,2,0.979,1.236,1.0,0.094,21,6674.42,good,2024-03,7100.098585196526
ID0000181,2024-09-17,1,20,5000.0,22,0,1,1.001,1.123,1.2,0.379,0,5986.04,good,2024-09,5891.155777110821
ID0000182,2024-01-10,4,15,21029.0,22,2,1,1.042,1.15,1.8,0.548,3,8323.71,good,2024-01,7689.737778037268
ID0000183,2024-12-08,1,9,8252.0,24,0,2,1.077,1.352,1.4,0.322,0,7136.88,good,2024-12,6502.798029084309
ID0000184,2024-11-14,2,9,22187.0,32,1,0,0.813,0.86,1.4,0.354,7,4919.08,good,2024-11,4960.048454062864
ID0000185,2024-07-21,0,6,14727.0,49,1,1,1.037,1.038,1.4,0.112,0,4891.51,good,2024-07,5114.826286726701
ID0000186,2024-06-19,2,14,7924.0,42,2,2,1.06,1.183,1.2,0.284,1,5775.24,good,2024-06,5853.680576547065
ID0000187,2024-10-14,3,2,35341.0,71,1,2,1.176,1.179,1.4,0.404,5,5058.93,good,2024-10,5465.19148814357
ID0000188,2024-07-09,3,12,11833.0,28,1,2,1.126,1.25,1.0,0.142,10,5503.81,good,2024-07,5268.768786865393
ID0000189,2024-06-24,0,5,9183.0,50,2,1,1.132,1.033,1.4,0.675,3,5420.68,good,2024-06,5838.571150039706
ID0000190,2024-04-11,3,0,31123.0,45,1,1,0.95,0.926,1.2,0.332,0,5003.25,good,2024-04,4630.827896241916
ID0000191,2024-06-05,4,13,19864.0,77,1,2,1.225,1.188,1.2,0.313,30,5522.98,good,2024-06,5545.882782119451
ID0000192,2024-10-16,0,10,6945.0,39,0,2,1.201,1.213,1.4,0.276,0,5499.07,good,2024-10,5435.142424631251
ID0000193,2024-01-04,3,9,18910.0,52,2,0,0.897,0.875,1.2,0.046,0,4242.13,good,2024-01,4483.1674405275335
ID0000194,2024-01-09,0,6,14432.0,65,3,0,0.75,1.069,1.8,0.373,10,6712.11,good,2024-01,6564.662619407389
ID0000195,2024-09-08,2,8,12226.0,47,3,2,1.222,1.217,1.4,0.143,0,6217.6,good,2024-09,6191.535843989934
ID0000196,2024-05-05,4,5,23693.0,68,2,0,0.839,1.047,1.8,0.024,1,5786.15,good,2024-05,5656.753120590325
ID0000197,2024-10-19,0,15,5291.0,25,0,1,1.059,0.946,1.8,0.337,5,5719.41,good,2024-10,5966.530488588576
ID0000198,2024-01-26,2,15,9962.0,59,0,2,1.212,1.219,1.2,0.403,2,5149.29,good,2024-01,5305.378646519038
ID0000199,2024-11-07,0,8,9600.0,52,2,2,1.228,1.01,1.8,0.215,4,7165.64,good,2024-11,6584.694269133106
ID0000200,2024-02-04,2,8,19699.0,39,3,2,1.093,1.162,1.8,0.3,0,7213.57,good,2024-02,7030.684577906748
ID0000201,2024-05-09,1,10,11145.0,33,1,1,0.946,1.096,1.1,0.057,0,5171.39,good,2024-05,4772.035199794731
ID0000202,2024-12-28,2,13,7309.0,23,1,2,1.244,1.239,1.0,0.232,1,5654.12,good,2024-12,5894.139268964326
ID0000203,2024-02-23,3,9,16819.0,42,0,2,1.262,1.166,1.2,0.315,2,5122.26,good,2024-02,5054.107652660208
ID0000204,2024-08-24,1,6,11150.0,74,0,2,1.303,1.388,1.2,0.52,3,5311.38,good,2024-08,5159.481949051039
ID0000205,2024-09-09,1,7,11940.0,23,2,2,1.025,1.197,1.2,0.128,30,6603.65,good,2024-09,6795.661237280907
ID0000206,2024-06-13,0,10,5864.0,46,3,2,1.212,1.179,1.1,0.267,6,5699.42,good,2024-06,5960.956834757039
ID0000207,2024-01-04,1,7,13880.0,62,0,2,1.258,1.071,1.8,0.28,7,5873.83,good,2024-01,5909.801324756833
ID0000208,2024-07-25,0,6,10687.0,32,1,1,0.85,1.088,1.2,0.201,2,4918.65,good,2024-07,4939.629207693015
